Text,Label,corrected_label,emotion
"They are swimming right now as if it's the only thing that matters.  It's- It's single mindedness with no mind, urgency that's pure urge. It's- They don't know what drives them.  They- They don't give any name or ask any question. They just turn as one and started to swim to the very point we are standing right now for a massive celebration of sex and death.  God, it's giving me goose bumps all over my hairs on my arm. popping up.",6,6,sadness
"Well, So what do you think?",5,6,sadness
What I was just saying.,6,6,sadness
It certainly is not. It's slightly exaggerated scientific fact.,6,6,sadness
"It's PR, somebody sold you a bill of goods that this wonderful event is going to occur on the beach.",6,6,sadness
"I am not the only one, look at all these people.",6,7,disgust
"Yeah, they are all told the same thing.  They are all told that you know.  Gets them excited and they can't wait and that if they just get in on the right spot, than you than maybe life will start",1,1,joy
I am sorry.  It's just fish to me.,6,0,surprise
"Carla, can I ask you a question?  Now don't be upset, are you having a period?",5,3,anger
"God damn it, Augie.  Why do you always ask things like that?  It's so insulting.",5,7,disgust
What's bugging you?,5,5,neutral
I just had a different idea of what this evening is going to look like.,6,6,sadness
"There's nothing to it.  We come down here.  The grunion arrives and they do their little fish thing.  And we say, Oh, wow.  Look at the little fish.  They go home, we go home.",6,5,neutral
"For heaven's sake Augie, grow up we are not going to see the grunions.",6,6,sadness
We never do.  Have we ever?  We never have.,5,6,sadness
"We miss them twice, it's not ever.",6,0,surprise
"Twice is every time we tried, that's ever.",6,6,sadness
Well We will see them this year.,6,6,sadness
"No, we won't.  Augie it's like waiting for Santa Claus to come.  I feel like I am going to spend my entire life standing on the beach with my eyes wide open and my hands clasp expectantly in front of me waiting for the fish to show up and the fish will not show up.",6,4,fear
"I did, I do want to see it.  I always want to see it, Augie.",6,6,sadness
"It's just fish, it's nothing to get traumatize over.",6,6,sadness
"Okay, I been trying to work this backwards but I can't seem to pinpoint a moment when we took a turn for the worst here.",6,7,disgust
"When you are on the phone with Marge, everything was fine.  Dinner was okay.  Doing the dishes was no problem. Let's see, I took a shower and you were watching the news and you said the grunions are running tonight and I said, great, let's go I am feeling lucky.",6,1,joy
"Right, so I am putting on my jacket and putting up the animals and pulling the car out of the garage.",6,6,sadness
"Augie, do you remember the first time we came to see it?  It was about four years ago right after we got married and we thought I was pregnant.",5,5,neutral
"We had a bottle of champagne but no glasses and you ask me to dance so we took off our shoes and while we were dancing, you said the most intimate things right in my ears so I could feel them as much as hear them.",6,6,sadness
"And I remember thinking, Finally, finally.  I am as happy as I am supposed to be.",1,1,joy
"It was in the car, right?  When we were passing Knickerbocker Liquor Locker, you said, Let's get some champagne.  And I said time wasting or something like that.  Right? of course.",5,6,sadness
I rather not remember some things.  I rather not hope for some things.,6,6,sadness
"Okay, all right I got it.  You wanted it to be like the other time, okay no problem. Listen, You want to dance?",5,3,anger
"What, you want me to whisper in your ear?",5,5,neutral
What? What You want a divorce?,5,5,neutral
No no.,6,6,sadness
"A vacation? A new carpet, a poodle?  A bag of ice cream, a suicide pack, what what Carla?  What the hell do you want?",5,5,neutral
I want something to turn out the way it is suppose to turn out.,6,6,sadness
What.  Welcome to the human race.,6,6,sadness
"You think this is what I had in mind?  You think that when I propose I had this great fantasy going that four years down the road, we will end up on a beach arguing over fish. You think that I knew that there would be times when you will look at me like I am used Kleenex?  Or that I will look at you and think, holy hell what's the next flight to Alaska.",5,5,neutral
"No, no I was just like you, I thought it will be all peaches and roses and- and sand in our toes and wind in our hair and the fish will always come. And the bills will always magically pay themselves and we will have three fat rosy kids and we will be, HAHA baby the joke is on us.",6,1,joy
Because you know what Carla?  You know what you get?  This.,5,5,neutral
"Sure, this is standing.  This is waiting.  This is fighting.",6,6,sadness
But this isn't anything like I thought it would be.,6,6,sadness
"I mean it is just this , I mean it includes a lot and everything and you know it's the sand and it's the full moon and I just-I am sorry but I couldn't help wishing I was somewhere else.",6,0,surprise
Maybe if you are with somebody else too?,5,6,sadness
"No, I know, but.  I know I don't make you happy.",1,0,surprise
"For heaven's sake Augie, wherever I am I always wanted to be with you.",6,1,joy
"For heaven's sake, don't you know that?",5,3,anger
"Whatever I am doing, I wanted to be with you.  I mean you are probably the one who wishes you were with somebody else, somebody who didn't take everything so hard and who knows how to enjoy herself.",1,6,sadness
"Actually, now that you mention it.  No, I don't.",6,6,sadness
Good.  So maybe we are on the wrong spot but we are with the right person.,6,6,sadness
I don't know.  Seems like a pretty good spot to me I mean look at the view of the moon you got from here.,6,5,neutral
"Yes, I did notice that.  It does look really beautiful on the water.  The gold white moon.",6,6,sadness
"Well, look what we have got here.",6,7,disgust
"Well, it's not champagne.",6,6,sadness
Well than we don't need glasses.,6,6,sadness
Are you still cold?  You still want to go home?,5,5,neutral
"No, I am beginning to think that maybe this is the spot after all.",6,6,sadness
"Shh, If we're very quiet, the fish might come.",6,4,fear
You think it's them?,5,5,neutral
"Freda is the only one who knows we're up here, and she wouldn't call up.",6,6,sadness
What will be do?,5,6,sadness
"We're all right, darling, aren't we whatever happens?",5,6,sadness
Now and always my sweet.,2,1,joy
It was bound to happen sooner or later.,6,6,sadness
"Oh, what shall we do if they suddenly walk in on us?",5,5,neutral
"Yes, I shall probably do a Court Curtsey.",6,6,sadness
"[LAUGHTER] Oh, the things that ought to matter most dreadfully don't seem to matter at all when one's happy, do they?",5,4,fear
Um... It's a pity that one can't stay this way forever.,6,0,surprise
The whole business is really rather ridiculous.,6,7,disgust
Meaning exactly that.,6,6,sadness
"What does it all mean?  That's what I asked myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?",5,5,neutral
Don't laugh at me; I'm serious.,6,3,anger
"All the futile mortals who try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything, all their sacred shibboleths.  Flippancy brings out the acid in their damned sweetness and light.",2,1,joy
"Well, if I laugh at everything, I must laugh at us, too.",6,1,joy
Certainly you must.  We're figures of fun alright [LAUGHTER].,6,1,joy
"Well, what if-what happens when our love-",2,4,fear
"How long will it last, this overbearing love of ours?",5,6,sadness
"No, that fire will fade along with our passion.",6,6,sadness
It all depends on how well we played.,6,6,sadness
"Well, what if one of us dies, does the other laugh then?",5,6,sadness
"Well, that's rather serious, isn't it?",5,7,disgust
"No, no it isn't.  Death is very laughable.  Come such a cunning little mystery all done with mirrors.",6,6,sadness
"My dear, I do believe you're talking nonsense.",2,3,anger
"no, So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and --",6,0,surprise
enjoy the party as long as we can like very little quite idiotic schoolchildren. [garbage] Let's savor the delight of the moment.,1,1,joy
"Darling, come here and kiss me before your body rots and worms pop in and out of your eye sockets.",6,7,disgust
"I don't mind what you do, see, you could paint your body green all over and dance naked through the Place Vendome and run off with every man in the world.  And I shan't say a word as long as I know that you love me best.",2,3,anger
"Oh, thank you dear.  And the same goes for you except that if I so much as see you looking at another woman, I'll kill you.",2,3,anger
Charles.  That was his name.  He did wriggle so beautifully.,6,6,sadness
"Horrible thing, I hate it.",6,7,disgust
I know.  You threw him out the window into the canal.  I don't think I'll ever forgive you for that.,6,0,surprise
The worst one was in Cannes when your curling irons burnt a hole in my new dressing gown.,6,7,disgust
"Uh- It burned all the towels in the bathroom, too.",6,7,disgust
"Oh, that was quite a rouser, wasn't it?",5,7,disgust
"Oh, I didn't hit you very hard.",6,6,sadness
And then the manager came in and found us rolling around on the floor biting and scratching like panthers.,6,7,disgust
[LAUGHTER] I shall never forget his face.,6,6,sadness
"Oh, ridiculous. utterly ridiculous",6,7,disgust
