Text,Label,Unique_Label
"Okay, but they are fish that do something that no other fish do.  Like the swallows returning to Capistrano, or the lemmings jumping off a cliff you know like that.",6,7120
There's There's mystery here and magic.  A little bit of the unexplainable.  I can't understand how you could not be interested.,5,7121
I am just not.,6,7122
For real?,5,550
Yes.,6,192
"I don't get it, the first time we came out here, you said it was the best night of your life and last year I remember distinctly you were so excited that you stuff your toe pushing me out of the door and you didn't notice it until you got into the car.",5,7123
"Last year you also remember, our shoes got wet and I got sand in my panties and we got into a big fight.  You had a sore throat and we did not see the grunions.",6,7124
We weren't in a good spot.,0,2134
We didn't see them the first time either.,5,2135
We just weren't in a good spot.  This is a much better spot.  I got a great instinct for these things.,6,7125
"Look there, what's that?  Is it?  Is that a--Ah, it's a seaweed isn't it?",5,7126
"Oh, this is great.  I wouldn't miss this for the world.  I mean think about this. I know you are not interested but think about this for a second.",1,7127
"Somewhere out there, is a giant mass of silver fish all swimming in this direction.  They don't know why and we don't know why. They didn't get an invitation.  And it wasn't a vote- it wasn't a decision.  And nobody sent them a map or anything like that.",5,7128
It's just some little instinctual time-release firecracker that went off inside them and all this one they turn around and form a line as long as the California coast and just started swimming.,6,7129
"They are swimming right now as if it's the only thing that matters.  It's- It's single mindedness with no mind, urgency that's pure urge. It's- They don't know what drives them.  They- They don't give any name or ask any question. They just turn as one and started to swim to the very point we are standing right now for a massive celebration of sex and death.  God, it's giving me goose bumps all over my hairs on my arm. popping up.",6,7130
That's the wind.,6,565
"Well, So what do you think?",6,7131
"Well, so?  What do you think?",5,1383
About what?,5,567
What I was just saying.,6,7132
It's ridiculous.,6,2147
It certainly is not. It's slightly exaggerated scientific fact.,6,7133
"It's PR, somebody sold you a bill of goods that this wonderful event is going to occur on the beach.",6,7134
"I am not the only one, look at all these people.",6,7135
"Yeah, they are all told the same thing.  They are all told that you know.  Gets them excited and they can't wait and that if they just get in on the right spot, than you than maybe life will start",1,7136
Are we talking about the same thing?,5,1392
I am sorry.  It's just fish to me.,0,7137
"Carla, can I ask you a question?  Now don't be upset, are you having a period?",3,7138
"God damn it, Augie.  Why do you always ask things like that?  It's so insulting.",6,7139
What's bugging you?,5,7140
I just had a different idea of what this evening is going to look like.,6,7141
"There's nothing to it.  We come down here.  The grunion arrives and they do their little fish thing.  And we say, Oh, wow.  Look at the little fish.  They go home, we go home.",5,7142
"For heaven's sake Augie, grow up we are not going to see the grunions.",6,7143
Why not?,6,179
We never do.  Have we ever?  We never have.,6,7144
"We miss them twice, it's not ever.",0,7145
"Twice is every time we tried, that's ever.",6,7146
Well We will see them this year.,6,7147
"No, we won't.  Augie it's like waiting for Santa Claus to come.  I feel like I am going to spend my entire life standing on the beach with my eyes wide open and my hands clasp expectantly in front of me waiting for the fish to show up and the fish will not show up.",4,7148
I thought you wanted to see it.,6,591
"I did, I do want to see it.  I always want to see it, Augie.",6,7149
"It's just fish, it's nothing to get traumatize over.",6,7150
"For heaven's sake, this is not about fish.",6,5534
"Okay, I been trying to work this backwards but I can't seem to pinpoint a moment when we took a turn for the worst here.",6,7151
"When you are on the phone with Marge, everything was fine.  Dinner was okay.  Doing the dishes was no problem. Let's see, I took a shower and you were watching the news and you said the grunions are running tonight and I said, great, let's go I am feeling lucky.",1,7152
"Right, so I am putting on my jacket and putting up the animals and pulling the car out of the garage.",6,7153
"Augie, do you remember the first time we came to see it?  It was about four years ago right after we got married and we thought I was pregnant.",5,7154
"We had a bottle of champagne but no glasses and you ask me to dance so we took off our shoes and while we were dancing, you said the most intimate things right in my ears so I could feel them as much as hear them.",6,7155
"And I remember thinking, Finally, finally.  I am as happy as I am supposed to be.",1,7156
"Wait a minute, I got it.",6,604
"Dancing barefoot in the sand, drinking champagne from the bottle.",4,5555
"It was in the car, right?  When we were passing Knickerbocker Liquor Locker, you said, Let's get some champagne.  And I said time wasting or something like that.  Right? of course.",6,7157
I rather not remember some things.  I rather not hope for some things.,6,7158
"Okay, all right I got it.  You wanted it to be like the other time, okay no problem. Listen, You want to dance?",3,7159
No.,6,136
You want me to go get some champagne?,3,1426
No.,6,136
Take off our shoes?,5,2182
No.,6,136
"What, you want me to whisper in your ear?",5,7160
No.,6,136
You want to get married again?,5,1429
No.,6,136
What? What You want a divorce?,5,7161
No no.,6,7162
"A vacation? A new carpet, a poodle?  A bag of ice cream, a suicide pack, what what Carla?  What the hell do you want?",5,7163
No.,6,136
I want something to turn out the way it is suppose to turn out.,6,7164
What.  Welcome to the human race.,6,7165
"You think this is what I had in mind?  You think that when I propose I had this great fantasy going that four years down the road, we will end up on a beach arguing over fish. You think that I knew that there would be times when you will look at me like I am used Kleenex?  Or that I will look at you and think, holy hell what's the next flight to Alaska.",5,7166
"No, no I was just like you, I thought it will be all peaches and roses and- and sand in our toes and wind in our hair and the fish will always come. And the bills will always magically pay themselves and we will have three fat rosy kids and we will be, HAHA baby the joke is on us.",1,7167
Because you know what Carla?  You know what you get?  This.,5,7168
This what?  What is this?  This isn't even anything.,5,1438
Yes it is.,6,625
"Sure, this is standing.  This is waiting.  This is fighting.",6,7169
Right.,6,533
But this isn't anything like I thought it would be.,6,7170
"No, I know me either.",6,5576
"I mean it is just this , I mean it includes a lot and everything and you know it's the sand and it's the full moon and I just-I am sorry but I couldn't help wishing I was somewhere else.",0,7171
Maybe if you are with somebody else too?,6,7172
I didn't say that.,6,157
"No, I know, but.  I know I don't make you happy.",0,7173
"For heaven's sake Augie, wherever I am I always wanted to be with you.",1,7174
Yeah?,5,636
"For heaven's sake, don't you know that?",3,7175
"Whatever I am doing, I wanted to be with you.  I mean you are probably the one who wishes you were with somebody else, somebody who didn't take everything so hard and who knows how to enjoy herself.",6,7176
"Actually, now that you mention it.  No, I don't.",6,7177
Good.  So maybe we are on the wrong spot but we are with the right person.,6,7178
I don't know.  Seems like a pretty good spot to me I mean look at the view of the moon you got from here.,5,7179
"Yes, I did notice that.  It does look really beautiful on the water.  The gold white moon.",6,7180
"Well, look what we have got here.",6,7181
"Augie, you bought refreshments.",6,646
"Well, it's not champagne.",6,7182
Well than we don't need glasses.,6,7183
Are you still cold?  You still want to go home?,5,7184
"No, I am beginning to think that maybe this is the spot after all.",6,7185
"Shh, If we're very quiet, the fish might come.",4,7186
Or not.,6,653
Or not.,6,653
Good God.,5,654
You think it's them?,5,7187
I wonder.,5,656
"Freda is the only one who knows we're up here, and she wouldn't call up.",6,7188
It must be them then.,6,658
What will be do?,6,7189
"We're all right, darling, aren't we whatever happens?",6,7190
Now and always my sweet.,1,7191
I don't care then.,6,662
It was bound to happen sooner or later.,6,7192
Hello?  Hello?  What?  Wrong number.,5,2218
"Oh, it sent shivers up my spine.",4,6323
"Oh, what shall we do if they suddenly walk in on us?",5,7193
Behave exquisitely.,6,2221
With the most perfect poise.,6,2957
"Yes, I shall probably do a Court Curtsey.",6,7194
"[LAUGHTER] Oh, the things that ought to matter most dreadfully don't seem to matter at all when one's happy, do they?",4,7195
Um... It's a pity that one can't stay this way forever.,0,7196
